tconst,parentTconst,seasonNumber,episodeNumber
tt10661354,tt10660302,1,10
tt10661372,tt10660302,1,11
tt10661384,tt10660302,1,12
tt10661404,tt10660302,1,13
tt10661764,tt10661692,1,1
tt10661774,tt10661692,1,2
tt10661778,tt10661692,1,3
tt10661782,tt10661692,1,4
tt10661784,tt10661692,1,5
tt10661790,tt10638342,1,15
tt10661806,tt10656944,1,1
tt10661808,tt10656944,1,2
tt10661810,tt10656944,1,3
tt10661812,tt10656944,1,4
tt10661904,tt10613502,1,8
tt10661938,tt10613502,1,9
tt10662030,tt10152610,1,1
tt10662054,tt10152610,1,2
tt10662066,tt10623586,1,8
tt10662094,tt10623586,1,7
tt10662138,tt10152610,1,5
tt10662150,tt10152610,1,7
tt10662230,tt10651266,1,28
tt10662986,tt10625706,1,5
tt10663100,tt10625706,1,6
tt10663294,tt10625706,1,7
tt10663382,tt10662526,1,1
tt10663534,tt10625706,1,8
tt10663566,tt10662526,1,2
tt10663572,tt10660632,1,1
tt10663588,tt10660632,1,2
tt10663600,tt10660632,1,3
tt10663610,tt10660632,1,4
tt10663614,tt10660632,1,5
tt10663624,tt10660632,1,6
tt10663640,tt10660632,1,7
tt10663664,tt10660632,1,8
tt10663678,tt10660632,1,9
tt10663682,tt10662526,1,3
tt10663810,tt10662526,1,4
tt10663888,tt10662526,1,5
tt10663978,tt10662526,1,6
tt10664038,tt10662526,1,7
tt10664298,tt10626550,1,81
tt10664300,tt10626550,1,82
tt10664302,tt10626550,1,83
tt10664306,tt10626550,1,84
tt10664308,tt10626550,1,85
tt10664310,tt10626550,1,86
tt10664312,tt10626550,1,87
tt10664316,tt10626550,1,88
tt10664324,tt10626550,1,89
tt10664328,tt10626550,1,90
tt10664334,tt10626550,1,91
tt10664336,tt10626550,1,92
tt10664338,tt10626550,1,94
tt10664340,tt10626550,1,93
tt10664342,tt10626550,1,95
tt10664344,tt10626550,1,98
tt10664346,tt10626550,1,96
tt10664348,tt10626550,1,97
tt10664352,tt10626550,1,99
tt10664354,tt10626550,1,100
tt10664360,tt10626550,1,201
tt10664362,tt10626550,1,202
tt10664364,tt10626550,1,203
tt10664366,tt10626550,1,204
tt10664370,tt10626550,1,205
tt10664372,tt10626550,1,206
tt10664374,tt10626550,1,207
tt10664376,tt10626550,1,208
tt10664378,tt10626550,1,209
tt10664380,tt10626550,1,210
tt10664384,tt10626550,1,211
tt10664386,tt10626550,1,212
tt10664388,tt10626550,1,213
tt10664390,tt10662526,1,8
tt10664392,tt10626550,1,214
tt10664394,tt10626550,1,215
tt10664398,tt10626550,1,216
tt10664404,tt10626550,1,217
tt10664406,tt10626550,1,218
tt10664410,tt10626550,1,219
tt10664416,tt10626550,1,220
tt10664422,tt10626550,1,482
tt10664426,tt10626550,1,481
tt10664430,tt10626550,1,483
tt10664432,tt10626550,1,484
tt10664434,tt10626550,1,485
tt10664436,tt10626550,1,487
tt10664438,tt10626550,1,486
tt10664440,tt10626550,1,488
tt10664442,tt10626550,1,489
tt10664444,tt10626550,1,490
tt10664446,tt10626550,1,491
tt10664448,tt10626550,1,492
tt10664450,tt10626550,1,493
tt10664452,tt10626550,1,494
tt10664454,tt10626550,1,495
tt10664456,tt10626550,1,496
tt10664458,tt10626550,1,498
tt10664462,tt10626550,1,497
tt10664464,tt10626550,1,499
tt10664466,tt10626550,1,500
tt10664476,tt10662526,1,9
tt10664562,tt10662526,1,10
tt10665538,tt10665374,1,1
tt10665540,tt10665374,1,2
tt10665542,tt10665374,1,3
tt10665546,tt10665374,1,4
tt10665550,tt10665374,1,5
tt10665552,tt10665374,1,6
tt10665556,tt10665374,1,7
tt10665558,tt10665374,1,8
tt10665564,tt10665374,1,9
tt10665568,tt10665374,1,10
tt10665570,tt10665374,1,11
tt10665572,tt10665374,1,12
tt10665924,tt10662504,1,1
tt10665942,tt10662504,1,2
tt10666214,tt10660206,1,1
tt10666370,tt10660206,NULL,NULL
tt10666654,tt10622806,1,9
tt10666684,tt10666574,1,1
tt10666692,tt10666650,1,1
tt10666776,tt10665788,1,1
tt10666778,tt10665788,1,2
tt10666780,tt10665788,1,3
tt10666782,tt10665788,1,4
tt10666784,tt10665788,1,5
tt10666786,tt10665788,1,6
tt10666788,tt10665788,1,7
tt10666850,tt10570132,1,1
tt10666852,tt10570132,1,2
tt10666854,tt10570132,1,3
tt10666858,tt10570132,1,4
tt10666860,tt10570132,1,5
tt10666862,tt10570132,1,6
tt10666864,tt10570132,1,7
tt10666868,tt10570132,1,8
tt10666870,tt10570132,1,9
tt10666872,tt10570132,1,10
tt10666878,tt10570132,1,11
tt10666880,tt10570132,1,12
tt10666882,tt10570132,1,13
tt10666884,tt10570132,1,14
tt10666886,tt10570132,1,15
tt10666888,tt10570132,1,16
tt10666890,tt10570132,1,17
tt10666892,tt10570132,1,18
tt10666896,tt10570132,1,19
tt10666898,tt10570132,1,20
tt10666900,tt10570132,1,21
tt10667412,tt10667354,1,1
tt10667464,tt10667354,1,2
tt10667478,tt10667354,1,3
tt10667488,tt10667354,1,4
tt10667496,tt10667354,1,5
tt10667504,tt10667354,1,6
tt10667508,tt10667354,1,7
tt10667510,tt10667354,1,8
tt10667530,tt10667354,1,9
tt10667536,tt10667354,1,10
tt10667546,tt10667354,1,11
tt10667558,tt10667354,1,12
tt10667562,tt10667354,1,13
tt10667566,tt10667354,1,14
tt10667570,tt10667354,1,15
tt10667572,tt10666840,1,2
tt10667574,tt10667354,1,16
tt10667578,tt10667354,1,17
tt10667588,tt10667354,1,18
tt10667594,tt10667354,1,19
tt10667602,tt10667354,1,20
tt10667612,tt10667354,1,21
tt10667726,tt10666840,1,9
tt10667806,tt10626550,1,502
tt10667808,tt10626550,1,501
tt10667810,tt10626550,1,503
tt10667812,tt10626550,1,504
tt10667814,tt10626550,1,505
tt10667816,tt10626550,1,506
tt10667818,tt10626550,1,507
tt10667820,tt10626550,1,508
tt10667822,tt10666840,1,8
tt10667824,tt10626550,1,509
tt10667826,tt10626550,1,510
tt10667828,tt10626550,1,511
tt10667830,tt10626550,1,513
tt10667832,tt10626550,1,512
tt10667834,tt10626550,1,514
tt10667836,tt10626550,1,515
tt10667838,tt10626550,1,516
tt10667840,tt10626550,1,517
tt10667842,tt10626550,1,519
tt10667844,tt10626550,1,518
tt10667846,tt10626550,1,520
tt10667848,tt10626550,1,221
tt10667850,tt10626550,1,222
tt10667852,tt10626550,1,223
tt10667854,tt10626550,1,224
tt10667856,tt10626550,1,225
tt10667858,tt10626550,1,227
tt10667860,tt10626550,1,226
tt10667862,tt10626550,1,229
tt10667864,tt10626550,1,228
tt10667866,tt10626550,1,230
tt10667868,tt10626550,1,231
tt10667870,tt10626550,1,232
tt10667872,tt10626550,1,233
tt10667874,tt10626550,1,235
tt10667876,tt10626550,1,234
tt10667878,tt10626550,1,236
tt10667880,tt10626550,1,237
tt10667882,tt10626550,1,238
tt10667884,tt10626550,1,239
tt10667888,tt10626550,1,240
tt10667890,tt10626550,1,101
tt10667894,tt10626550,1,102
tt10667896,tt10626550,1,103
tt10667898,tt10626550,1,104
tt10667900,tt10626550,1,106
tt10667902,tt10626550,1,105
tt10667904,tt10626550,1,107
tt10667906,tt10626550,1,108
tt10667908,tt10626550,1,109
tt10667910,tt10626550,1,110
tt10667912,tt10626550,1,111
tt10667914,tt10626550,1,113
tt10667916,tt10626550,1,112
tt10667918,tt10626550,1,115
tt10667920,tt10626550,1,114
tt10667922,tt10626550,1,118
tt10667924,tt10626550,1,117
tt10667926,tt10626550,1,116
tt10667928,tt10626550,1,119
tt10667932,tt10626550,1,120
tt10669048,tt10666272,1,1
tt10669200,tt10666272,1,2
tt10669804,tt10669762,1,1
tt10669870,tt10669762,1,2
tt10669890,tt10666574,2,1
tt10669916,tt10669762,1,3
tt10669922,tt10669762,1,4
tt10669932,tt10669762,1,5
tt10669950,tt10669762,1,6
tt10669962,tt10669762,2,1
tt10669964,tt10066026,1,3
tt10669966,tt10066026,1,2
tt10669970,tt10066026,1,4
tt10669972,tt10066026,1,5
tt10669974,tt10066026,1,6
tt10669976,tt10066026,1,7
tt10669978,tt10066026,1,8
tt10669982,tt10066026,1,9
tt10669984,tt10066026,1,10
tt10669986,tt10066026,1,11
tt10669990,tt10066026,1,12
tt10670010,tt10669762,2,2
tt10670074,tt10669762,2,3
tt10670102,tt10669762,2,4
tt10670114,tt10669762,2,5
tt10670132,tt10669762,2,7
tt10670152,tt10669762,2,9
tt10670166,tt10669762,3,1
tt10670182,tt10669762,3,2
tt10670206,tt10669762,3,3
tt10670218,tt10669762,3,4
tt10670232,tt10669762,3,5
tt10670244,tt10669762,3,6
tt10670262,tt10669762,3,7
tt10670302,tt10669852,1,1
tt10670304,tt10669852,1,2
tt10670308,tt10669852,1,3
tt10671194,tt10666574,1,3
tt10671366,tt10669762,3,8
tt10671386,tt10669762,3,9
tt10671390,tt10669762,3,10
tt10671396,tt10669762,3,11
tt10671410,tt10669762,3,12
tt10671416,tt10669762,3,13
tt10671426,tt10669762,3,14
tt10671444,tt10669762,3,15
tt10671458,tt10669762,3,16
tt10671476,tt10669762,3,17
tt10672378,tt10671806,1,1
tt10672438,tt10671806,1,2
tt10672618,tt10671806,1,3
tt10673180,tt10626550,1,121
tt10673182,tt10626550,1,122
tt10673184,tt10626550,1,123
tt10673186,tt10626550,1,124
tt10673188,tt10626550,1,126
tt10673190,tt10626550,1,125
tt10673192,tt10626550,1,127
tt10673194,tt10626550,1,128
tt10673198,tt10626550,1,129
tt10673200,tt10626550,1,130
tt10673202,tt10626550,1,131
tt10673206,tt10626550,1,241
tt10673210,tt10626550,1,242
tt10673214,tt10626550,1,243
tt10673216,tt10626550,1,244
tt10673218,tt10626550,1,245
tt10673220,tt10626550,1,246
tt10673222,tt10626550,1,247
tt10673224,tt10626550,1,248
tt10673226,tt10626550,1,249
tt10673228,tt10626550,1,250
tt10673232,tt10626550,1,251
tt10673234,tt10626550,1,253
tt10673236,tt10626550,1,252
tt10673238,tt10626550,1,255
tt10673240,tt10626550,1,254
tt10673242,tt10626550,1,256
tt10673244,tt10626550,1,258
tt10673246,tt10626550,1,257
tt10673248,tt10626550,1,259
tt10673250,tt10626550,1,260
tt10673252,tt10626550,1,521
tt10673254,tt10626550,1,522
tt10673256,tt10626550,1,523
tt10673258,tt10626550,1,524
tt10673260,tt10626550,1,526
tt10673262,tt10626550,1,525
tt10673264,tt10626550,1,527
tt10673266,tt10626550,1,528
tt10673268,tt10626550,1,529
tt10673270,tt10626550,1,531
tt10673272,tt10626550,1,530
tt10673274,tt10626550,1,532
tt10673276,tt10626550,1,533
tt10673278,tt10626550,1,534
tt10673282,tt10626550,1,535
tt10673284,tt10626550,1,536
tt10673286,tt10626550,1,537
tt10673288,tt10626550,1,539
tt10673290,tt10626550,1,538
tt10673292,tt10626550,1,540
tt10673296,tt10626550,1,541
tt10673300,tt10626550,1,542
tt10673302,tt10626550,1,543
tt10673306,tt10626550,1,544
tt10673982,tt10668038,3,1
tt10673984,tt10668038,2,1
tt10674054,tt10668038,3,3
tt10674056,tt10668038,3,4
tt10674058,tt10668038,3,5
tt10674096,tt10674032,1,1
tt10674100,tt10674032,1,2
tt10674102,tt10674032,1,3
tt10674106,tt10674032,1,4
tt10674108,tt10674032,1,5
tt10674110,tt10674032,1,6
tt10674114,tt10674032,1,7
tt10674116,tt10674032,1,8
tt10674118,tt10674032,1,9
tt10674120,tt10674032,1,10
tt10674124,tt10674032,1,11
tt10674132,tt10674032,1,12
tt10674134,tt10674032,1,13
tt10674142,tt10674032,1,14
tt10674144,tt10674032,1,15
tt10674146,tt10674032,1,16
tt10674148,tt10674032,1,17
tt10674150,tt10674032,1,18
tt10674152,tt10674032,1,19
tt10674154,tt10674032,1,20
tt10674156,tt10674032,1,21
tt10674158,tt10674032,1,22
tt10674160,tt10674032,1,23
tt10674162,tt10674032,1,24
tt10674164,tt10674032,1,25
tt10674166,tt10674032,1,26
tt10674168,tt10674032,1,27
tt10674170,tt10674032,1,28
tt10674174,tt10674032,1,29
tt10674176,tt10674032,1,30
tt10674182,tt10674032,1,31
tt10674188,tt10674032,1,32
tt10674192,tt10674032,1,33
tt10674194,tt10674032,1,34
tt10674196,tt10674032,1,35
tt10674198,tt10674032,1,36
tt10674202,tt10674032,1,37
tt10674204,tt10674032,1,38
tt10674208,tt10674032,1,39
tt10674210,tt10674032,1,40
tt10674212,tt10674032,1,41
tt10674214,tt10674032,1,42
tt10674216,tt10674032,1,43
tt10674218,tt10674032,1,44
tt10674220,tt10674032,1,45
tt10674224,tt10674032,1,46
tt10674226,tt10674032,1,47
tt10674228,tt10674032,1,48
tt10674232,tt10674032,1,49
tt10674234,tt10674032,1,50
tt10674236,tt10674032,1,51
tt10674240,tt10674032,1,52
tt10674242,tt10674032,1,53
tt10674244,tt10674032,1,54
tt10674250,tt10674032,1,55
tt10674256,tt10674032,1,56
tt10674280,tt10668038,3,6
tt10674286,tt10668038,3,8
tt10674288,tt10668038,3,9
tt10674292,tt10668038,3,10
tt10674306,tt10668038,3,7
tt10674336,tt10668038,3,11
tt10674340,tt10668038,3,12
tt10674342,tt10668038,3,13
tt10674344,tt10668038,3,14
tt10674454,tt10668038,2,2
tt10674456,tt10668038,2,3
tt10674460,tt10668038,2,4
tt10674464,tt10668038,2,5
tt10674466,tt10668038,2,6
tt10674468,tt10668038,2,7
tt10674470,tt10668038,2,8
tt10674476,tt10668038,2,9
tt10674480,tt10668038,2,10
tt10674484,tt10668038,3,2
tt10674490,tt10668038,2,11
tt10674492,tt10668038,2,12
tt10674496,tt10668038,2,13
tt10674500,tt10668038,2,14
tt10674502,tt10668038,2,15
tt10674510,tt10669762,3,18
tt10674522,tt10668038,1,1
tt10674532,tt10668038,2,16
tt10674536,tt10668038,2,17
tt10674538,tt10669762,3,19
tt10674544,tt10668038,2,18
tt10674548,tt10668038,2,19
tt10674554,tt10668038,2,20
tt10674556,tt10668038,2,21
tt10674558,tt10668038,2,22
tt10674562,tt10668038,2,23
tt10674564,tt10668038,2,24
tt10674568,tt10668038,2,25
tt10674572,tt10668038,2,26
tt10674574,tt10668038,2,27
tt10674576,tt10668038,2,28
tt10674578,tt10668038,2,29
tt10674580,tt10668038,2,30
tt10674582,tt10668038,2,31
tt10674584,tt10668038,2,32
tt10674588,tt10668038,2,33
tt10674592,tt10668038,2,34
tt10674594,tt10668038,2,35
tt10674612,tt10665774,1,1
tt10674616,tt10665774,1,2
tt10674622,tt10665774,1,3
tt10674626,tt10665774,1,4
tt10674628,tt10665774,1,5
tt10674630,tt10665774,1,6
tt10674634,tt10665774,1,7
tt10674646,tt10665774,1,8
tt10674648,tt10665774,1,9
tt10674654,tt10665774,1,11
tt10674656,tt10665774,1,10
tt10674704,tt10666574,1,18
tt10675518,tt10674586,1,1
tt10675524,tt10674586,1,2
tt10675526,tt10674586,1,3
tt10675528,tt10674586,1,4
tt10675530,tt10674586,1,5
tt10675532,tt10674586,1,6
tt10675534,tt10674586,1,7
tt10675536,tt10674586,1,8
tt10675538,tt10674586,1,9
tt10675540,tt10674586,1,10
tt10675542,tt10674586,1,11
tt10675544,tt10674586,1,12
tt10675546,tt10674586,1,13
tt10675550,tt10674586,1,14
tt10675552,tt10674586,1,15
tt10675554,tt10674586,1,17
tt10675556,tt10674586,1,16
tt10675558,tt10674586,1,18
tt10675560,tt10674586,1,20
tt10675562,tt10674586,1,19
tt10675564,tt10674586,1,21
tt10675566,tt10674586,1,23
tt10675568,tt10674586,1,22
tt10675570,tt10674586,1,24
tt10675572,tt10674586,1,25
tt10675574,tt10674586,1,26
tt10675576,tt10674586,1,27
tt10675578,tt10674586,1,28
tt10675580,tt10674586,1,29
tt10675582,tt10674586,1,30
tt10675584,tt10674586,1,31
tt10675586,tt10674586,1,32
tt10675588,tt10674586,1,34
tt10675590,tt10674586,1,33
tt10675592,tt10674586,1,35
tt10675594,tt10674586,1,36
tt10675602,tt10674660,1,1
tt10675604,tt10674660,1,3
tt10675606,tt10674660,1,4
tt10675608,tt10674660,1,2
tt10675610,tt10674660,1,5
tt10675612,tt10674660,1,6
tt10675614,tt10674660,1,7
tt10675616,tt10674660,1,10
tt10675618,tt10674660,1,8
tt10675620,tt10674660,1,9
tt10675622,tt10674660,1,11
tt10675624,tt10674660,1,16
tt10675626,tt10674660,1,13
tt10675628,tt10674660,1,14
tt10675630,tt10674660,1,12
tt10675632,tt10674660,1,18
tt10675634,tt10674660,1,15
tt10675636,tt10674660,1,17
tt10675638,tt10674660,1,19
tt10675640,tt10674660,1,20
tt10675642,tt10674660,1,22
tt10675644,tt10674660,1,21
tt10675646,tt10674660,1,23
tt10675648,tt10674660,1,25
tt10675650,tt10674660,1,24
tt10675652,tt10674660,1,26
tt10675654,tt10674660,1,27
tt10675656,tt10674660,1,28
tt10675660,tt10674660,1,29
tt10675662,tt10674660,1,32
tt10675664,tt10674660,1,30
tt10675666,tt10674660,1,33
tt10675668,tt10674660,1,31
tt10675670,tt10674660,1,34
tt10675672,tt10674660,1,35
tt10675674,tt10674660,1,36
tt10675676,tt10674660,1,37
tt10675678,tt10674660,1,38
tt10675680,tt10674660,1,41
tt10675682,tt10674660,1,42
tt10675684,tt10674660,1,39
tt10675686,tt10674660,1,40
tt10675688,tt10674660,1,43
tt10675690,tt10674660,1,44
tt10675692,tt10674660,1,45
tt10675694,tt10674660,1,46
tt10675696,tt10674660,1,48
tt10675698,tt10674660,1,47
tt10675958,tt10662112,1,1
tt10675994,tt10662112,1,2
tt10676006,tt10662112,1,3
tt10676016,tt10655620,2,10
tt10676018,tt10662112,1,4
tt10676026,tt10662112,1,5
tt10676036,tt10662112,1,6
tt10676060,tt10655620,2,6
tt10676068,tt10655620,1,13
tt10676086,tt10666574,1,25
tt10676100,tt10655620,1,15
tt10676122,tt10655620,2,2
tt10676138,tt10655620,1,7
tt10676146,tt10655620,1,16
tt10676164,tt10655620,1,9
tt10676176,tt10655620,1,14
tt10676198,tt10655620,1,6
tt10676212,tt10655620,2,9
tt10676224,tt10655620,1,5
tt10676380,tt10676240,1,1
tt10676390,tt10655620,1,8
tt10676394,tt10646060,2,1
tt10676408,tt10646060,2,2
tt10676418,tt10646060,2,3
tt10676420,tt10676240,1,2
tt10676422,tt10646060,2,4
tt10676424,tt10655620,2,5
tt10676430,tt10646060,2,5
tt10676452,tt10676240,1,3
tt10676454,tt10646060,2,6
tt10676456,tt10655620,4,8
tt10676498,tt10655620,3,4
tt10676500,tt10676240,1,4
tt10676528,tt10676240,1,5
tt10676530,tt10655620,3,5
tt10676540,tt10676240,1,6
tt10676572,tt10655620,1,12
tt10676596,tt10676240,1,7
tt10676604,tt10655620,1,11
tt10676614,tt10676240,1,8
tt10676638,tt10676240,1,9
tt10676770,tt10655620,2,4
tt10676810,tt10655620,3,9
tt10676830,tt10669762,3,20
tt10676838,tt10669762,3,21
tt10676844,tt10669762,3,22
tt10676848,tt10669762,3,23
tt10676852,tt10655620,3,10
tt10676862,tt10655620,4,5
tt10676874,tt10676662,1,1
tt10676876,tt10655620,2,3
tt10676894,tt10655620,3,7
tt10676908,tt10655620,3,6
tt10676912,tt10655620,4,9
tt10676926,tt10676662,1,3
tt10676934,tt10655620,3,1
tt10676944,tt10655620,3,8
tt10676958,tt10655620,3,2
tt10677000,tt10676662,1,4
tt10677768,tt10626550,1,261
tt10677770,tt10626550,1,262
tt10677772,tt10626550,1,263
tt10677774,tt10626550,1,264
tt10677776,tt10626550,1,265
tt10677778,tt10626550,1,266
tt10677780,tt10626550,1,267
tt10677782,tt10626550,1,268
tt10677784,tt10626550,1,269
tt10677788,tt10626550,1,270
tt10677790,tt10626550,1,271
tt10677792,tt10626550,1,272
tt10677794,tt10626550,1,273
tt10677796,tt10626550,1,274
tt10677802,tt10626550,1,275
tt10677804,tt10626550,1,277
tt10677806,tt10626550,1,276
tt10677808,tt10626550,1,278
tt10677810,tt10626550,1,280
tt10677812,tt10626550,1,279
tt10679328,tt10669762,3,24
tt10679420,tt10669762,3,25
tt10679520,tt10669762,3,26
tt10679586,tt10669762,3,27
tt10679786,tt10668038,1,2
tt10679788,tt10668038,1,3
tt10679794,tt10668038,1,4
tt10679798,tt10668038,1,5
tt10679800,tt10668038,1,6
tt10679802,tt10668038,1,7
tt10679804,tt10668038,1,8
tt10679806,tt10668038,1,9
tt10679808,tt10668038,1,10
tt10679812,tt10668038,1,11
tt10679814,tt10668038,1,12
tt10679816,tt10668038,1,13
tt10679820,tt10668038,1,14
tt10679822,tt10668038,1,15
tt10679830,tt10668038,1,16
tt10679832,tt10668038,1,17
tt10679836,tt10668038,1,18
tt10679842,tt10668038,1,19
tt10679844,tt10668038,1,20
tt10679846,tt10668038,1,21
tt10679848,tt10668038,1,22
tt10679850,tt10668038,1,23
tt10679852,tt10668038,1,24
tt10679854,tt10668038,1,25
tt10679860,tt10668038,1,26
tt10679862,tt10668038,1,27
tt10679864,tt10668038,1,28
tt10679868,tt10668038,1,29
tt10680546,tt10666574,1,94
tt10680608,tt10680522,1,1
tt10680616,tt10616566,1,2
tt10680620,tt10680522,1,2
tt10680648,tt10680522,1,3
tt10680652,tt10680522,1,4
tt10680654,tt10531738,NULL,NULL
tt10680658,tt10665774,1,12
tt10680660,tt10680522,1,5
tt10680664,tt10616566,1,3
tt10680668,tt10680522,1,6
tt10680746,tt10616566,1,4
tt10680926,tt10643224,1,1
tt10680930,tt10643224,1,2
tt10680946,tt10643224,1,3
tt10680966,tt10643224,1,4
tt10680974,tt10643224,1,5
tt10680980,tt10643224,1,6
tt10680986,tt10643224,1,7
tt10681000,tt10643224,1,8
tt10681024,tt10643224,1,9
tt10681318,tt10668038,2,36
tt10681462,tt10680772,1,1
tt10681466,tt10680772,1,2
tt10681476,tt10680772,1,3
tt10681480,tt10680772,1,4
tt10681484,tt10680772,1,5
tt10681494,tt10680772,1,6
tt10681620,tt10681478,NULL,NULL
tt10681660,tt10622806,1,10
tt10681740,tt10655620,2,1
tt10681754,tt10655620,1,10
tt10681764,tt10655620,2,7
tt10681766,tt10676662,1,2
tt10681782,tt10655620,1,4
tt10681798,tt10655620,3,3
tt10681808,tt10676662,1,5
tt10681844,tt10655620,2,8
tt10681864,tt10655620,4,4
tt10681868,tt10676662,1,6
tt10681888,tt0400059,NULL,NULL
tt10681890,tt10655620,4,10
tt10681894,tt0400059,NULL,NULL
tt10681902,tt10655620,4,2
tt10681914,tt10655620,1,2
tt10681936,tt10655620,4,6
tt10681964,tt10655620,4,3
tt10681966,tt10655620,4,1
tt10681974,tt10655620,1,1
tt10681984,tt10666574,1,95
tt10681988,tt10655620,1,3
tt10682006,tt10655620,1,17
tt10682046,tt10638342,1,3
tt10682072,tt10638342,1,5
tt10682080,tt10638342,1,4
tt10682086,tt10638342,1,2
tt10682118,tt10682058,1,1
tt10682124,tt10682058,1,2
tt10684390,tt10626550,1,281
tt10684394,tt10626550,1,282
tt10684396,tt10626550,1,284
tt10684398,tt10626550,1,283
tt10684402,tt10626550,1,285
tt10684404,tt10626550,1,286
tt10684408,tt10626550,1,288
tt10684410,tt10626550,1,287
tt10684414,tt10626550,1,289
tt10684416,tt10626550,1,290
tt10684418,tt10626550,1,291
tt10684420,tt10626550,1,292
tt10684426,tt10626550,1,293
tt10684428,tt10626550,1,294
tt10684430,tt10626550,1,295
tt10684432,tt10626550,1,296
tt10684436,tt10626550,1,298
tt10684438,tt10626550,1,297
tt10684440,tt10626550,1,299
tt10684442,tt10626550,1,300
tt10685076,tt10683202,1,1
tt10685080,tt10683202,1,2
tt10685086,tt10683202,1,3
tt10685088,tt10683202,1,4
tt10685128,tt10683344,1,1
tt10685132,tt10683344,1,2
tt10685142,tt10683344,1,3
tt10685144,tt10683344,1,4
tt10685146,tt10683344,1,5
tt10685152,tt10683508,1,1
tt10685156,tt10683508,1,2
tt10685162,tt10683508,1,3
tt10685166,tt10683508,1,4
tt10685168,tt10683508,1,5
tt10685172,tt10683508,1,6
tt10685178,tt10684412,1,1
tt10685180,tt10684412,1,2
tt10685182,tt10684412,1,3
tt10685218,tt10684412,1,4
tt10685222,tt10684412,1,5
tt10685226,tt10684412,1,6
tt10685228,tt10684412,1,7
tt10685234,tt10684412,1,8
tt10685236,tt10684412,1,9
tt10685238,tt10684412,1,10
tt10685240,tt10684412,1,11
tt10685242,tt10684412,1,12
tt10685408,tt10665032,1,1
tt10685414,tt10665032,1,2
tt10685426,tt10665032,1,3
tt10685436,tt10665032,1,4
tt10685460,tt10672016,1,1
tt10685768,tt10643224,1,10
tt10685778,tt10643224,1,11
tt10685782,tt10643224,2,1
tt10685784,tt10643224,2,2
tt10685790,tt10643224,2,3
tt10685794,tt10643224,2,4
tt10685798,tt10643224,2,5
tt10685806,tt10643224,2,6
tt10685810,tt10643224,2,7
tt10685834,tt10685564,1,1
tt10685836,tt10685564,1,2
tt10685840,tt10685564,1,3
tt10685844,tt10685564,1,4
tt10685852,tt10685564,1,5
tt10685856,tt10685564,1,6
tt10685858,tt10685564,1,7
tt10685868,tt10685564,1,8
tt10685874,tt10685564,1,9
tt10685880,tt10685564,1,10
tt10685884,tt10685564,1,11
tt10685886,tt10685564,1,12
tt10685898,tt10685564,1,13
tt10685908,tt10685564,1,14
tt10685914,tt10685564,1,15
tt10685928,tt10685564,1,16
tt10685938,tt10685564,1,17
tt10686250,tt10676576,1,1
tt10686268,tt10676576,1,2
tt10686484,tt10680002,1,1
tt10686564,tt10539140,1,8
tt10686754,tt10681772,1,1
tt10686760,tt10681772,1,2
tt10686766,tt10681772,1,3
tt10686774,tt10681772,1,4
tt10686776,tt10681772,1,5
tt10686780,tt10681772,1,6
tt10687120,tt10666574,1,93
tt10687216,tt10681478,NULL,NULL
tt10687560,tt10666574,2,17
tt10687622,tt10687140,1,1
tt10687874,tt10680002,1,2
tt10687944,tt10680002,1,3
tt10688216,tt10680002,1,4
tt10688564,tt10688208,1,1
tt10688570,tt10688208,1,2
tt10688574,tt10688208,1,3
tt10688580,tt10688208,1,4
tt10688584,tt10688208,1,5
tt10688586,tt10688208,1,6
tt10688590,tt10688208,1,7
tt10688594,tt10688208,1,8
tt10688596,tt10688208,1,9
tt10688598,tt10688208,1,10
tt10688600,tt10688208,1,11
tt10688604,tt10688208,1,12
tt10688606,tt10688208,1,13
tt10688608,tt10688208,1,14
tt10688610,tt10688208,1,15
tt10688612,tt10688208,1,16
tt10688614,tt10688208,1,17
tt10688616,tt10688208,1,18
tt10688620,tt10688208,1,19
tt10688622,tt10688208,1,20
tt10688624,tt10688208,1,21
tt10688626,tt10688208,1,22
tt10688628,tt10688208,1,23
tt10688630,tt10688208,1,24
tt10688632,tt10688208,1,25
tt10688634,tt10688208,1,26
tt10688636,tt10688208,1,27
tt10688638,tt10688208,1,28
tt10688640,tt10688208,1,29
tt10688644,tt10688208,1,30
tt10688646,tt10688208,1,31
tt10688652,tt10688208,1,32
tt10688662,tt10688208,1,33
tt10688666,tt10688208,1,34
tt10688672,tt10688208,1,36
tt10688674,tt10688208,1,35
tt10688684,tt10688208,1,38
tt10688688,tt10688208,1,37
tt10688758,tt10626550,1,301
tt10688766,tt10626550,1,302
tt10688768,tt10626550,1,304
tt10688770,tt10626550,1,303
tt10688774,tt10626550,1,305
tt10688776,tt10626550,1,306
tt10688780,tt10626550,1,307
tt10688784,tt10626550,1,308
tt10688786,tt10626550,1,309
tt10688792,tt10626550,1,310
tt10688794,tt10626550,1,311
tt10688798,tt10626550,1,312
tt10688802,tt10626550,1,314
tt10688804,tt10626550,1,313
tt10688808,tt10626550,1,315
tt10688810,tt10626550,1,316
tt10688814,tt10626550,1,317
tt10688816,tt10626550,1,318
tt10688820,tt10626550,1,319
tt10688822,tt10626550,1,320
tt10688838,tt10651184,1,2
tt10688862,tt10651184,1,3
tt10688876,tt10651184,1,4
